row_id,order_id,customer_id,product_id,region_id,order_date_id,ship_date_id,order_priority,ship_mode,quantity,unit_price,discount,sales,profit,shipping_cost,product_base_margin,shipping_days,profit_margin_pct,is_loss_making
3735,26691,235,670,7,20120803,20120804,Not Specified,Regular Air,37,7.68,0.07,270.43,-83.16,6.16,0.35,1,-30.75102614354916,True
3793,27015,244,408,7,20111231,20111231,Low,Regular Air,24,56.96,0.03,1339.25,142.51,13.22,0.56,0,10.641030427478066,False
3902,27840,244,208,7,20090703,20090704,High,Delivery Truck,8,150.98,0.09,1209.37,-407.85,66.27,0.65,1,-33.724170435846766,True
3945,28130,241,23,7,20090730,20090803,Low,Express Air,23,15.99,0.02,404.24,-76.99,13.18,0.37,4,-19.045616465466058,True
3946,28130,241,853,7,20090730,20090730,Low,Express Air,32,46.94,0.09,1381.88,598.2,6.77,0.44,0,43.28885286710858,False
3964,28290,244,252,7,20090110,20090114,Low,Express Air,43,30.42,0.05,1307.35,-154.24,8.65,0.74,4,-11.797911806325775,True
3965,28290,244,534,7,20090110,20090112,Low,Express Air,3,161.55,0.01,523.58,-179.36,19.99,0.66,2,-34.25646510561901,True
4211,29927,240,170,7,20121107,20121108,High,Regular Air,19,12.95,0.03,257.97,33.18,4.98,0.4,1,12.861960693103848,False
4212,29953,245,854,7,20110207,20110210,Critical,Regular Air,42,14.45,0.02,619.77,50.24,7.17,0.38,3,8.106232957387418,False
4387,31238,251,446,7,20100822,20100824,Medium,Express Air,21,363.25,0.09,7512.03,2017.64,19.99,0.57,2,26.858785175245572,False
4505,32067,115,45,7,20120312,20120313,High,Regular Air,27,125.99,0.06,2853.8835,492.24,7.69,0.58,1,17.248076174097505,False
4527,32198,252,828,7,20111109,20111109,Medium,Regular Air,31,7.37,0.02,240.63,-117.92,5.53,0.69,0,-49.004696006316756,True
4535,32231,243,679,7,20121101,20121105,Low,Regular Air,44,4.26,0.01,192.33,48.54,1.2,0.44,4,25.23787240680081,False
4563,32452,252,211,7,20110718,20110719,Medium,Regular Air,3,2.88,0.09,8.6,-2.03,0.5,0.39,1,-23.604651162790695,True
4637,32998,241,632,7,20100929,20100930,Not Specified,Delivery Truck,13,130.98,0.1,1663.83,-484.64,54.74,0.69,1,-29.127975814836855,True
4647,33091,236,546,7,20110125,20110127,High,Regular Air,24,9.99,0.02,265.35,-128.69,11.59,0.4,2,-48.49820991143772,True
4672,33250,241,265,7,20090625,20090627,Not Specified,Regular Air,40,177.98,0.04,7381.19,2998.88,0.99,0.56,2,40.62867911542719,False
4689,33378,252,855,7,20120427,20120428,High,Regular Air,25,39.98,0.1,945.36,219.85,9.83,0.4,1,23.255690953710754,False
4766,33889,115,415,7,20101106,20101111,Low,Delivery Truck,46,180.98,0.0,9046.33,1398.03,55.24,0.57,5,15.454112330635738,False
4767,33889,115,856,7,20101106,20101113,Low,Regular Air,43,8.67,0.06,367.96,-16.11,3.5,0.58,7,-4.378193281878465,True
4768,33889,115,479,7,20101106,20101110,Low,Regular Air,27,5.98,0.04,159.05,21.46,2.5,0.36,4,13.492612386042124,False
4769,33889,115,43,7,20101106,20101108,Low,Regular Air,39,2.88,0.01,116.14,50.44,0.5,0.36,2,43.43034268985707,False
4858,34567,248,156,7,20090426,20090430,Low,Delivery Truck,18,180.98,0.03,3344.11,588.54,26.2,0.59,4,17.59930145838504,False
5078,36163,253,854,7,20121105,20121105,Low,Regular Air,32,14.45,0.07,463.0,24.61,7.17,0.38,0,5.315334773218143,False
5114,36449,240,857,7,20100905,20100905,Not Specified,Regular Air,6,12.99,0.02,90.75,-26.39,14.37,0.73,0,-29.079889807162534,True
5144,36675,239,858,7,20110703,20110706,High,Regular Air,39,2.94,0.04,113.09,29.76,0.81,0.4,3,26.31532407816783,False
5327,37862,241,324,7,20090112,20090115,Not Specified,Regular Air,27,59.98,0.01,1603.27,452.49,3.99,0.57,3,28.222944357469423,False
5379,38240,243,683,7,20091219,20091219,High,Regular Air,4,8.6,0.04,41.53,-15.53,6.19,0.38,0,-37.394654466650614,True
5450,38693,254,287,7,20110614,20110621,Low,Regular Air,3,699.99,0.02,2222.61,196.08,24.49,0.41,7,8.82206055043395,False
5483,38917,252,859,7,20101121,20101128,Low,Regular Air,11,65.99,0.02,618.1965,-132.53,8.8,0.58,7,-21.438167314114523,True
5501,39015,255,803,7,20091206,20091206,Medium,Delivery Truck,13,399.98,0.05,5236.14,567.59,12.06,0.56,0,10.839855313265115,False
5502,39015,255,553,7,20091206,20091206,Medium,Regular Air,11,6.48,0.07,74.02,-28.45,5.74,0.37,0,-38.43555795730884,True
5539,39265,256,407,7,20100507,20100508,Critical,Regular Air,47,4.28,0.02,198.08,32.69,0.94,0.56,1,16.50343295638126,False
5770,40962,242,860,7,20110220,20110221,Critical,Regular Air,28,54.48,0.03,1553.66,547.48,0.99,0.57,1,35.238082978257786,False
5771,40962,242,714,7,20110220,20110221,Critical,Regular Air,30,125.99,0.0,3276.9965,653.06,8.99,0.59,1,19.928614510268776,False
5786,41059,255,510,7,20100914,20100914,Medium,Express Air,26,14.27,0.08,363.16,3.92,7.27,0.38,0,1.0794140323824208,False
5787,41059,255,861,7,20100914,20100915,Medium,Regular Air,45,300.98,0.09,12571.63,5455.96,13.99,0.39,1,43.398986448058054,False
5788,41059,255,289,7,20100914,20100916,Medium,Express Air,21,5.84,0.0,128.86,24.53,1.2,0.55,2,19.036163277976097,False
5789,41059,255,862,7,20100914,20100915,Medium,Delivery Truck,45,400.98,0.04,17884.53,2357.86,42.52,0.71,1,13.183796275328454,False
5872,41664,257,137,7,20111204,20111204,Critical,Regular Air,5,9.78,0.0,54.8,-15.3,1.99,0.43,0,-27.919708029197082,True
5873,41664,257,863,7,20111204,20111206,Critical,Regular Air,40,25.98,0.07,1038.19,230.69,4.08,0.57,2,22.22040281644015,False
6012,42596,235,642,7,20120814,20120816,Medium,Regular Air,9,5.58,0.05,51.75,4.16,0.7,0.6,2,8.03864734299517,False
6135,43424,244,864,7,20110818,20110820,Not Specified,Express Air,34,22.98,0.04,772.56,143.87,4.5,0.55,2,18.622501812156987,False
6179,43808,239,865,7,20110106,20110113,Low,Regular Air,16,6.24,0.04,108.73,-22.21,5.22,0.6,7,-20.426745148533062,True
6373,45218,236,866,7,20090510,20090512,Low,Regular Air,49,6.48,0.08,309.46,-82.64,2.74,0.71,2,-26.704582175402315,True
6470,46050,258,867,7,20100104,20100107,High,Regular Air,3,289.53,0.02,876.75,-248.69,19.99,0.56,3,-28.364984317080125,True
6479,46117,244,307,7,20110522,20110526,Low,Delivery Truck,22,50.98,0.02,1168.28,126.07,14.19,0.56,4,10.791077481425686,False
6494,46243,249,41,7,20120124,20120126,Low,Express Air,31,18.97,0.02,614.35,78.89,9.03,0.37,2,12.84121429152763,False
6495,46243,249,25,7,20120124,20120129,Low,Regular Air,1,2.88,0.03,3.63,-1.56,0.7,0.56,5,-42.97520661157025,True
6496,46243,249,868,7,20120124,20120131,Low,Regular Air,31,5.84,0.05,172.99,61.51,1.0,0.38,7,35.55696861090236,False
6504,46310,259,869,7,20100721,20100722,High,Regular Air,29,63.98,0.04,1935.25,652.19,11.55,0.38,1,33.700555483787625,False
6505,46310,259,870,7,20100721,20100722,High,Regular Air,13,22.01,0.1,278.5,-6.23,5.53,0.59,1,-2.236983842010772,True
6506,46310,259,871,7,20100721,20100721,High,Regular Air,42,120.33,0.01,5423.58,1361.56,19.99,0.59,0,25.104451303382636,False
6537,46503,253,513,7,20111106,20111109,Not Specified,Regular Air,26,55.99,0.07,1196.7915,265.39,1.25,0.55,3,22.175124071319022,False
6572,46726,253,278,7,20120705,20120705,Not Specified,Regular Air,46,6.84,0.02,325.97,-255.22,8.37,0.58,0,-78.29554867012301,True
6573,46726,253,395,7,20120705,20120707,Not Specified,Regular Air,10,4.55,0.02,49.65,8.27,1.49,0.35,2,16.65659617321249,False
6613,47042,244,293,7,20120302,20120303,Critical,Regular Air,45,35.99,0.03,1375.3765,592.22,3.3,0.39,1,43.05875518448948,False
6635,47174,249,536,7,20110916,20110916,Critical,Regular Air,42,13.99,0.0,642.1,41.56,7.51,0.39,0,6.472512069771064,False
6746,48034,236,870,7,20090714,20090715,Not Specified,Regular Air,47,22.01,0.1,945.86,31.59,5.53,0.59,1,3.33981773201108,False
6747,48034,236,872,7,20090714,20090714,Not Specified,Delivery Truck,12,236.97,0.04,2340.504,243.16,59.24,0.61,0,10.389215314308371,False
6760,48164,239,809,7,20111029,20111031,High,Regular Air,33,2.88,0.07,94.39,12.31,0.7,0.56,2,13.041635766500688,False
6896,49189,245,873,7,20110115,20110118,Critical,Regular Air,32,7.64,0.06,249.59,101.82,1.39,0.36,3,40.79490364197284,False
6997,49986,252,26,7,20101014,20101016,Critical,Regular Air,39,2.84,0.05,110.36,8.6,0.93,0.54,2,7.792678506705328,False
7054,50336,252,874,7,20091104,20091105,Not Specified,Regular Air,9,5.77,0.0,58.98,-17.79,4.97,0.35,1,-30.162767039674467,True
7059,50373,115,534,7,20090702,20090703,Critical,Regular Air,9,161.55,0.06,1455.04,-7.58,19.99,0.66,1,-0.5209478777215747,True
7086,50564,258,244,7,20120302,20120304,High,Regular Air,30,387.99,0.07,11041.42,4456.25,19.99,0.38,2,40.35939217962907,False
7139,50949,241,304,7,20110204,20110205,Medium,Express Air,32,2.18,0.09,73.55,7.95,0.78,0.52,1,10.808973487423522,False
7140,50949,241,627,7,20110204,20110206,Medium,Regular Air,46,125.99,0.08,4804.0385,1077.92,8.8,0.59,2,22.43778853978793,False
7198,51361,233,654,7,20110318,20110320,Low,Express Air,14,4.28,0.02,76.06,-35.99,5.68,0.4,2,-47.31790691559295,True
7199,51361,233,196,7,20110318,20110322,Critical,Delivery Truck,50,349.45,0.0,18056.68,-6474.65,60.0,0.6,4,-35.85736691351899,True
7258,51780,260,402,7,20100724,20100731,Low,Express Air,42,8.04,0.01,372.69,-177.03,8.94,0.4,7,-47.50060371890848,True
7278,51940,250,30,7,20121017,20121018,High,Regular Air,11,5.98,0.08,65.5,-55.94,4.38,0.75,1,-85.40458015267176,True
7305,52071,261,183,7,20111127,20111129,Not Specified,Regular Air,14,8.85,0.01,136.85,-4.43,5.6,0.36,2,-3.2371209353306543,True
7306,52071,261,737,7,20111127,20111129,Not Specified,Regular Air,1,7.96,0.05,12.74,-11.39,4.95,0.41,2,-89.40345368916797,True
7449,53152,187,875,7,20090305,20090307,Medium,Regular Air,5,34.98,0.02,185.79,-159.68,7.53,0.76,2,-85.94649873513107,True
7450,53152,187,221,7,20090305,20090308,Medium,Regular Air,9,19.99,0.01,196.41,27.91,11.17,0.6,3,14.210070770327377,False
7451,53152,187,472,7,20090305,20090307,Medium,Regular Air,9,19.98,0.02,186.67,2.06,8.68,0.37,2,1.1035517222906734,False
7573,54177,244,876,7,20120125,20120125,Critical,Regular Air,12,42.8,0.1,480.73,148.2,2.99,0.36,0,30.828115574230853,False
7574,54177,244,674,7,20120125,20120127,Critical,Regular Air,25,6.48,0.1,159.0,-98.15,7.37,0.37,2,-61.729559748427675,True
7688,55107,258,475,7,20100508,20100513,Low,Regular Air,32,5.68,0.1,171.52,46.61,1.39,0.38,5,27.174673507462686,False
7750,55461,253,442,7,20090928,20090929,Medium,Regular Air,16,4.82,0.06,84.01,-34.12,5.72,0.47,1,-40.614212593738834,True
7760,55526,241,41,7,20120702,20120703,High,Regular Air,23,18.97,0.02,445.17,38.11,9.03,0.37,1,8.56077453557068,False
7829,55969,253,392,7,20101004,20101007,Medium,Regular Air,37,64.98,0.08,2329.4,189.77,6.88,0.73,3,8.146733064308405,False
7996,57153,233,877,7,20090526,20090528,Critical,Regular Air,9,11.33,0.02,106.05,-14.52,6.12,0.42,2,-13.691654879773692,True
7997,57153,233,69,7,20090526,20090527,Critical,Regular Air,45,15.67,0.01,698.1,336.25,1.39,0.38,1,48.16645179773671,False
8065,57538,115,91,7,20100220,20100222,Critical,Regular Air,40,33.98,0.08,1370.49,-244.63,19.99,0.55,2,-17.849820137323146,True
8201,58656,262,240,7,20101204,20101206,High,Regular Air,5,6.75,0.0,39.44,-0.94,2.99,0.35,2,-2.3833671399594323,True
8202,58656,262,110,7,20101204,20101206,High,Regular Air,3,2.08,0.09,11.01,-1.42,5.33,0.43,2,-12.897366030881017,True
8226,58789,115,7,7,20100805,20100809,Low,Regular Air,26,7.3,0.03,195.51,-105.72,7.72,0.38,4,-54.073960411232164,True
8227,58789,115,322,7,20100805,20100810,Low,Regular Air,38,9.77,0.02,377.13,-10.29,6.02,0.48,5,-2.7285021080264102,True
8280,59200,244,668,7,20111209,20111209,Medium,Regular Air,4,42.98,0.09,170.45,-30.27,4.62,0.56,0,-17.758873569961867,True
8281,59200,244,394,7,20111209,20111211,Medium,Regular Air,28,11.97,0.03,350.42,-37.3,5.81,0.6,2,-10.644369613606527,True
8321,59459,239,733,7,20090204,20090205,Medium,Regular Air,40,1.7,0.07,69.66,-51.42,1.99,0.51,1,-73.81567614125754,True
8379,59878,250,169,7,20120528,20120529,High,Regular Air,6,17.98,0.1,112.4,-46.75,8.51,0.4,1,-41.59252669039146,True
8380,59878,250,64,7,20120528,20120529,High,Regular Air,23,10.9,0.08,249.64,-91.65,7.46,0.59,1,-36.71286652780003,True
8386,59909,115,358,7,20120805,20120807,Low,Delivery Truck,11,115.99,0.06,1255.48,-292.65,56.14,0.4,2,-23.3098097938637,True
8387,59909,115,762,7,20120805,20120812,Low,Express Air,46,9.38,0.09,411.56,-188.02,7.28,0.57,7,-45.684711828166,True
184,1218,263,794,7,20090619,20090622,Not Specified,Regular Air,3,14.42,0.1,46.46,-25.13,6.75,0.52,3,-54.08953938872148,True
237,1600,264,51,7,20100302,20100304,Medium,Regular Air,32,9.65,0.1,303.59,-45.99,6.22,0.55,2,-15.148720313580817,True
238,1600,264,878,7,20100302,20100303,Medium,Regular Air,36,4.98,0.04,191.6,-150.74,7.44,0.36,1,-78.67432150313152,True
347,2373,263,683,7,20090311,20090312,Not Specified,Regular Air,36,8.6,0.06,317.59,-46.12,6.19,0.38,1,-14.521867816996759,True
377,2626,265,879,7,20110907,20110909,Not Specified,Regular Air,16,2.88,0.02,48.37,18.02,0.5,0.36,2,37.25449658879471,False
458,3109,264,745,7,20100723,20100730,Low,Regular Air,47,22.23,0.1,1005.74,199.3,8.99,0.41,7,19.816254698033287,False
459,3109,264,880,7,20100723,20100730,Low,Regular Air,37,205.99,0.01,6477.7395,1653.97,8.99,0.58,7,25.533135440225717,False
555,3777,265,595,7,20090407,20090408,Medium,Express Air,14,17.67,0.06,244.85,38.06,8.99,0.47,1,15.544210741270165,False
583,3973,266,798,7,20120323,20120325,Not Specified,Regular Air,21,15.68,0.06,316.35,117.91,3.73,0.46,2,37.27200885095622,False
704,4932,266,172,7,20100809,20100811,Critical,Regular Air,11,10.31,0.07,109.37,25.96,1.79,0.38,2,23.735942214501232,False
999,7239,267,871,7,20110629,20110701,Medium,Regular Air,50,120.33,0.03,6206.16,1416.27,19.99,0.59,2,22.820391353107237,False
1246,9088,268,881,7,20090622,20090624,Critical,Regular Air,50,304.99,0.03,15383.7,6523.26,19.99,0.4,2,42.40371302092474,False
1247,9088,268,452,7,20090622,20090624,Critical,Regular Air,31,65.99,0.09,1637.457,118.15,8.99,0.58,2,7.215456650159362,False
1584,11428,269,882,7,20120121,20120121,Medium,Regular Air,16,90.48,0.0,1554.53,474.66,19.99,0.4,0,30.533987764790645,False
1736,12452,270,244,7,20101207,20101208,Medium,Regular Air,1,387.99,0.08,356.95,-228.24,19.99,0.38,1,-63.94172853340804,True
1737,12452,270,883,7,20101207,20101209,Medium,Regular Air,17,6.6,0.04,112.86,-56.78,4.07,0.66,2,-50.310118731171364,True
1738,12452,270,884,7,20101207,20101209,Medium,Regular Air,38,55.98,0.03,2063.42,989.95,5.15,0.36,2,47.97617547566661,False
1853,13345,270,569,7,20120902,20120903,Not Specified,Regular Air,24,4.77,0.02,116.82,-42.05,2.39,0.72,1,-35.995548707413114,True
1854,13345,270,341,7,20120902,20120902,Not Specified,Regular Air,45,10.98,0.1,483.64,28.39,3.37,0.57,0,5.870068646100405,False
1864,13410,266,484,7,20100606,20100608,Not Specified,Regular Air,4,8.12,0.07,33.64,-35.17,2.83,0.77,2,-104.54815695600476,True
1865,13410,266,451,7,20100606,20100607,Not Specified,Regular Air,29,23.99,0.01,701.94,158.91,6.3,0.38,1,22.638687067270705,False
2193,15808,270,468,7,20101214,20101214,Critical,Regular Air,33,3.7,0.05,126.88,12.63,1.61,0.44,0,9.954287515762926,False
2194,15808,270,291,7,20101214,20101214,Critical,Express Air,42,22.38,0.07,906.64,-148.93,15.1,0.38,0,-16.42658607606106,True
2195,15808,270,508,7,20101214,20101216,Critical,Regular Air,45,19.98,0.06,882.96,11.65,4.0,0.68,2,1.3194255685421763,False
2196,15808,270,592,7,20101214,20101215,Critical,Regular Air,3,20.99,0.01,58.14,-96.25,4.81,0.58,1,-165.54867561059513,True
2271,16326,270,65,7,20100510,20100512,High,Regular Air,39,39.48,0.03,1538.33,471.35,1.99,0.54,2,30.640369751613765,False
2272,16326,270,885,7,20100510,20100510,High,Regular Air,39,3.71,0.06,147.46,14.13,1.93,0.35,0,9.582259595822595,False
2474,17985,271,504,7,20110412,20110413,Medium,Delivery Truck,4,110.98,0.01,473.88,-183.26,30.0,0.71,1,-38.67223769730734,True
2475,17985,271,181,7,20110412,20110414,Medium,Regular Air,50,20.99,0.07,849.031,-133.31,3.3,0.81,2,-15.7014290408713,True
2841,20480,264,886,7,20090129,20090131,Medium,Delivery Truck,4,240.98,0.02,1042.63,-219.93,60.2,0.56,2,-21.093772479211225,True
2919,21091,270,887,7,20091212,20091214,High,Express Air,32,8.88,0.1,270.73,-54.57,6.28,0.35,2,-20.156613600265946,True
3748,26759,272,40,7,20120125,20120127,Not Specified,Regular Air,30,7.84,0.03,251.11,10.04,4.71,0.35,2,3.9982477798574325,False
3759,26853,273,888,7,20120612,20120616,Low,Regular Air,21,2.66,0.0,64.44,-89.02,6.35,0.36,4,-138.14400993171944,True
3768,26918,268,487,7,20090406,20090415,Low,Regular Air,16,4.84,0.05,77.96,16.65,0.71,0.52,9,21.357106208311954,False
3847,27456,271,889,7,20090410,20090411,Not Specified,Delivery Truck,29,328.14,0.05,9492.92,772.04,91.05,0.57,1,8.132797916763229,False
3980,28420,270,890,7,20090924,20090924,Low,Express Air,2,15.57,0.08,45.64,-0.11,1.39,0.38,0,-0.24101665205959685,True
4123,29318,266,9,7,20110630,20110701,Not Specified,Express Air,21,138.14,0.04,2954.14,-522.94,35.0,0.39,1,-17.701936942731223,True
4124,29318,266,163,7,20110630,20110701,Not Specified,Regular Air,34,125.99,0.1,3375.3075,562.13,8.08,0.57,1,16.65418632228323,False
4223,30016,270,300,7,20090103,20090105,Critical,Regular Air,15,5.28,0.03,85.56,-41.58,5.66,0.4,2,-48.59747545582047,True
4224,30016,270,369,7,20090103,20090106,Critical,Regular Air,8,110.99,0.01,754.6555,-212.55,2.5,0.57,3,-28.165169405112664,True
4676,33255,268,300,7,20100624,20100625,Critical,Express Air,19,5.28,0.08,108.21,-50.02,5.66,0.4,1,-46.22493300064689,True
4933,35104,269,891,7,20120422,20120425,High,Regular Air,1,29.99,0.04,36.31,-74.45,5.5,0.51,3,-205.0399339025062,True
4934,35104,269,253,7,20120422,20120424,High,Regular Air,18,19.94,0.0,388.15,-44.21,14.87,0.57,2,-11.389926574777792,True
4946,35142,232,303,7,20100422,20100424,Low,Regular Air,11,20.24,0.03,231.27,89.29,6.67,0.49,2,38.608552773814154,False
4997,35584,232,717,7,20110503,20110503,Medium,Express Air,15,9.71,0.08,150.33,-98.23,9.45,0.6,0,-65.34291225969532,True
5037,35908,23,630,7,20101212,20101214,Not Specified,Regular Air,40,5.78,0.06,240.18,-160.21,7.64,0.36,2,-66.7041385627446,True
5038,35908,23,273,7,20101212,20101213,Not Specified,Express Air,45,12.21,0.1,529.28,-30.27,4.81,0.58,1,-5.719090084643289,True
5152,36706,23,499,7,20090411,20090413,Not Specified,Regular Air,47,20.98,0.1,887.45,365.79,1.49,0.35,2,41.218096794185584,False
5153,36706,23,892,7,20090411,20090413,Not Specified,Regular Air,7,48.04,0.03,355.97,-4.46,19.99,0.37,2,-1.2529145714526504,True
5214,37121,270,198,7,20110315,20110316,Not Specified,Delivery Truck,44,216.6,0.01,9499.3,618.36,64.2,0.59,1,6.509532281325993,False
5420,38528,273,56,7,20111220,20111221,Critical,Regular Air,36,85.99,0.07,2544.985,-113.06,0.99,0.85,1,-4.442462332783887,True
5469,38853,271,893,7,20120323,20120327,Low,Regular Air,13,65.99,0.04,728.025,20.0,2.5,0.55,4,2.747158408021703,False
5585,39590,247,249,7,20110514,20110521,Low,Express Air,9,7.64,0.0,79.25,-13.25,5.83,0.36,7,-16.7192429022082,True
5735,40707,274,894,7,20090611,20090613,High,Regular Air,26,65.99,0.0,1495.184,211.09,8.99,0.56,2,14.11799484210639,False
5769,40961,270,606,7,20110330,20110331,Medium,Regular Air,7,3.15,0.02,23.84,5.88,0.5,0.37,1,24.664429530201343,False
5783,41026,271,669,7,20110419,20110420,Medium,Delivery Truck,8,89.99,0.1,709.37,-281.76,42.0,0.66,1,-39.719751328643724,True
5784,41026,271,547,7,20110419,20110419,Medium,Express Air,19,3.14,0.1,59.76,-33.11,1.92,0.84,0,-55.404953145917005,True
5853,41543,270,581,7,20090206,20090210,Low,Delivery Truck,45,160.98,0.03,7548.65,1385.35,30.0,0.62,4,18.352288157485113,False
5854,41543,270,441,7,20090206,20090210,Low,Regular Air,24,65.99,0.03,1318.8685,172.33,3.99,0.59,4,13.066503597591419,False
5862,41606,23,895,7,20090623,20090624,High,Delivery Truck,23,200.98,0.09,4514.86,-641.09,55.96,0.75,1,-14.199554360489584,True
5863,41606,23,896,7,20090623,20090624,High,Regular Air,30,2.78,0.09,79.14,-4.73,0.97,0.59,1,-5.976750063179177,True
5913,41926,274,897,7,20110205,20110206,High,Regular Air,17,6.48,0.08,112.57,-28.53,5.14,0.37,1,-25.344230256729148,True
5914,41926,274,140,7,20110205,20110205,High,Regular Air,43,34.76,0.0,1562.69,287.74,8.22,0.57,0,18.413120964490716,False
7082,50533,275,810,7,20110531,20110602,Not Specified,Express Air,32,64.65,0.06,1974.66,-929.68,35.0,0.8,2,-47.08051006249177,True
7083,50533,275,898,7,20110531,20110601,Not Specified,Delivery Truck,3,15.23,0.0,73.44,-53.78,27.75,0.76,1,-73.22984749455338,True
7252,51747,274,21,7,20120705,20120706,Medium,Regular Air,3,3.69,0.02,12.11,-0.98,0.5,0.38,1,-8.092485549132949,True
7469,53314,276,619,7,20100919,20100919,High,Regular Air,33,78.69,0.01,2667.92,1049.02,19.99,0.43,0,39.319769708237125,False
7470,53314,276,727,7,20100919,20100921,High,Delivery Truck,15,145.98,0.05,2236.15,-310.95,51.92,0.69,2,-13.905596672852894,True
7648,54791,143,558,7,20121220,20121222,High,Delivery Truck,45,90.98,0.0,4165.04,135.68,30.0,0.61,2,3.257591763824597,False
7657,54912,274,899,7,20110721,20110728,Low,Regular Air,17,6.69,0.07,117.33,10.31,3.1,0.36,7,8.78718145401858,False
7711,55269,275,386,7,20100307,20100308,Medium,Regular Air,1,30.98,0.0,49.61,-41.82,17.08,0.4,1,-84.29752066115702,True
7845,56101,270,794,7,20100719,20100721,Not Specified,Regular Air,1,14.42,0.01,21.45,-7.22,6.75,0.52,2,-33.65967365967366,True
7846,56101,270,682,7,20100719,20100722,Not Specified,Regular Air,44,122.99,0.08,5347.13,1886.41,19.99,0.37,3,35.27892533003686,False
7917,56582,274,632,7,20090612,20090612,Low,Delivery Truck,36,130.98,0.04,4581.41,-904.73,54.74,0.69,0,-19.747850552559147,True
7932,56677,69,138,7,20090411,20090412,High,Regular Air,35,12.22,0.0,430.55,120.01,2.85,0.55,1,27.87364998258042,False
8214,58725,232,136,7,20100520,20100521,Not Specified,Regular Air,20,7.04,0.03,148.31,37.33,2.17,0.38,1,25.17025150023599,False
8349,59683,269,480,7,20121013,20121014,Not Specified,Regular Air,37,4.91,0.05,191.36,-82.09,4.97,0.38,1,-42.89820234113712,True
133,837,277,795,7,20090614,20090616,Not Specified,Regular Air,11,5.84,0.01,65.7,13.41,0.83,0.49,2,20.410958904109588,False
169,1059,277,283,7,20090226,20090228,Critical,Regular Air,22,5.34,0.02,127.33,5.3,2.99,0.38,2,4.162412628602843,False
170,1059,277,448,7,20090226,20090227,Critical,Regular Air,24,40.98,0.03,990.1,310.22,7.47,0.37,1,31.332188667811334,False
264,1826,73,62,7,20120415,20120416,Not Specified,Regular Air,5,4.98,0.09,28.32,-14.35,4.75,0.36,1,-50.670903954802256,True
288,2020,278,239,7,20100620,20100622,Medium,Regular Air,42,5.02,0.03,213.75,-188.77,5.14,0.79,2,-88.31345029239766,True
1428,10340,278,900,7,20110622,20110623,High,Regular Air,24,320.98,0.03,7547.14,2080.48,24.49,0.55,1,27.566468887552105,False
1429,10340,278,424,7,20110622,20110623,High,Regular Air,2,110.98,0.08,224.32,-178.77,13.99,0.69,1,-79.69418687589159,True
1430,10340,278,870,7,20110622,20110625,High,Regular Air,15,22.01,0.09,311.98,-9.78,5.53,0.59,3,-3.1348163343804085,True
1533,11044,278,686,7,20120624,20120625,Medium,Regular Air,3,3.28,0.09,14.49,-12.58,5.0,0.56,1,-86.81849551414768,True
1849,13313,33,857,7,20090716,20090718,Not Specified,Regular Air,18,12.99,0.02,243.51,-159.86,14.37,0.73,2,-65.64822799885016,True
1850,13313,33,119,7,20090716,20090718,Not Specified,Regular Air,22,35.44,0.05,755.6,223.44,7.5,0.38,2,29.571201694017997,False
1851,13313,33,235,7,20090716,20090719,Not Specified,Regular Air,45,12.98,0.02,592.73,75.01,3.14,0.6,3,12.655003121151283,False
2182,15718,277,901,7,20090127,20090128,Critical,Regular Air,36,2.94,0.09,100.87,8.4,0.7,0.58,1,8.327550312283137,False
2410,17506,76,780,7,20100228,20100304,Low,Delivery Truck,33,294.62,0.03,9473.31,1939.11,42.52,0.57,4,20.469191866412057,False
2766,20003,279,508,7,20120130,20120131,Medium,Regular Air,39,19.98,0.05,796.08,30.29,4.0,0.68,1,3.8048939805044717,False
2882,20805,278,519,7,20110110,20110113,High,Regular Air,12,5.53,0.06,69.98,-58.33,6.98,0.39,3,-83.35238639611318,True
2883,20805,278,133,7,20110110,20110112,High,Regular Air,35,12.58,0.08,418.34,73.57,5.16,0.43,2,17.58617392551513,False
2884,20805,278,648,7,20110110,20110111,High,Regular Air,3,4.28,0.06,17.7,-10.37,4.79,0.4,1,-58.58757062146893,True
2885,20805,278,902,7,20110110,20110111,High,Regular Air,12,3.85,0.1,45.61,9.18,0.7,0.44,1,20.127165095373822,False
3290,23524,278,368,7,20090428,20090430,High,Express Air,28,4.13,0.04,129.33,48.25,0.99,0.39,2,37.3076625686229,False
3291,23524,278,382,7,20090428,20090430,High,Regular Air,46,55.48,0.06,2461.23,748.2,14.3,0.37,2,30.3994344291269,False
4201,29860,33,903,7,20090913,20090916,Critical,Regular Air,48,178.47,0.08,8295.29,2267.22,19.99,0.55,3,27.331413368308997,False
4325,30787,278,485,7,20110927,20110928,High,Regular Air,43,175.99,0.05,6477.459,1836.46,8.99,0.57,1,28.351549581402214,False
5258,37440,280,904,7,20100623,20100625,Not Specified,Regular Air,31,9.38,0.03,295.45,-4.36,4.93,0.57,2,-1.4757150110001696,True
5633,39872,278,747,7,20100222,20100223,Critical,Regular Air,5,2.88,0.01,16.24,0.35,0.99,0.36,1,2.1551724137931036,False
5646,39943,281,733,7,20120607,20120608,High,Regular Air,16,1.7,0.02,28.65,-23.86,1.99,0.51,1,-83.28097731239093,True
